ITEM: NUMBER OF WAVE-VECTORS (k)
97
ITEM: NUMBER OF TIME-STEPS (t)
2
ITEM: LONGITUDINAL VELOCITY CORRELATION FUNCTION: k, t=0, t=dt, t=2*dt, ...
0.10257308 0.21332017 0.14857903 
0.20514616 0.90554014 0.33861285 
0.30771924 2.37187716 2.20503053 
0.41029233 0.70447623 0.58274703 
0.51286541 1.11845787 0.11309464 
0.61543849 0.32626468 -0.26510130 
0.71801157 1.47306815 -1.16272738 
0.82058465 0.91578040 -0.57707549 
0.92315773 1.97817863 0.78184914 
1.02573081 0.60447074 -0.40398337 
1.12830389 0.47942620 0.16297803 
1.23087698 1.17863111 1.16285332 
1.33345006 0.94105406 0.57018705 
1.43602314 1.60232972 -1.32311002 
1.53859622 0.99408177 -0.70319189 
1.64116930 0.49238508 -0.03551478 
1.74374238 0.51636624 -0.40332010 
1.84631546 0.09721207 -0.07839680 
1.94888854 1.14850089 0.37036330 
2.05146163 1.00717468 0.38514314 
2.15403471 2.72743983 0.43592870 
2.25660779 0.45732994 0.41601444 
2.35918087 2.99799028 -2.43911337 
2.46175395 0.48223050 -0.15256701 
2.56432703 0.68343305 0.46673476 
2.66690011 0.47456901 0.42717402 
2.76947320 0.82624905 0.56509704 
2.87204628 1.17807319 0.69294129 
2.97461936 0.71916003 -0.01183947 
3.07719244 1.84417745 1.60286049 
3.17976552 1.10527792 -0.30320866 
3.28233860 1.04338392 -0.63894050 
3.38491168 0.40125338 -0.04772336 
3.48748476 0.64891578 -0.23179101 
3.59005785 0.21508479 0.03821453 
3.69263093 0.76369390 0.33592908 
3.79520401 1.71744046 -1.39186669 
3.89777709 1.77960764 -1.14587183 
4.00035017 2.76738530 -1.81939813 
4.10292325 0.20707105 0.18100378 
4.20549633 0.50890160 -0.45270023 
4.30806941 1.16344909 0.06405179 
4.41064250 0.75159309 -0.20598915 
4.51321558 0.42433250 0.22822254 
4.61578866 0.41883368 -0.34294267 
4.71836174 0.05372647 0.02638728 
4.82093482 0.51324259 -0.27401765 
4.92350790 0.74999578 -0.38537290 
5.02608098 0.82661407 0.55633539 
5.12865407 1.45522061 -1.03162104 
5.23122715 0.31088914 0.28716976 
5.33380023 0.61280797 0.57320658 
5.43637331 0.17130873 0.12578156 
5.53894639 0.16300849 0.11751036 
5.64151947 0.98729767 -0.26496092 
5.74409255 1.08656625 -1.00967604 
5.84666563 0.48486196 -0.37730301 
5.94923872 0.11761974 0.06498496 
6.05181180 0.91277604 -0.49816140 
6.15438488 0.57821817 -0.36846356 
6.25695796 0.67809983 -0.26884098 
6.35953104 0.93933498 0.47604327 
6.46210412 0.32101608 0.13056486 
6.56467720 0.22127107 -0.13678889 
6.66725029 0.43895611 0.21767784 
6.76982337 0.24028432 -0.14444711 
6.87239645 0.15054355 -0.12683780 
6.97496953 0.55528759 0.20990851 
7.07754261 1.58763262 1.07707438 
7.18011569 0.70053397 -0.37390489 
7.28268877 1.26803240 -1.17747610 
7.38526185 0.37268633 -0.16834124 
7.48783494 0.75983573 0.43684722 
7.59040802 0.43574328 -0.06309901 
7.69298110 0.29974801 -0.14405937 
7.79555418 0.29258537 -0.14850630 
7.89812726 0.62113595 0.33493284 
8.00070034 0.04794592 0.03741215 
8.10327342 1.18614546 -0.43552707 
8.20584650 3.54516426 3.29467490 
8.30841959 0.24049679 -0.23463107 
8.41099267 0.50541804 0.37819000 
8.51356575 1.28605397 0.94294185 
8.61613883 0.17265742 0.11250820 
8.71871191 1.25029714 -0.08891922 
8.82128499 0.08888174 -0.05440173 
8.92385807 0.27427746 0.19890031 
9.02643116 0.94659390 -0.63519126 
9.12900424 0.77493285 0.49160559 
9.23157732 1.96665778 -1.50312943 
9.33415040 0.76492461 -0.40065748 
9.43672348 0.68013549 0.36360377 
9.53929656 0.80234184 0.36085238 
9.64186964 0.19042931 0.17570753 
9.74444272 0.37442940 -0.28048276 
9.84701581 0.86483678 0.83033949 
9.94958889 3.65951380 1.37194109 
